"UniqueID","Probability1"
6533,0.1009
6534,0.1712
6535,0.9789
6536,0.3377
6537,0.2109
6538,0.6599
6539,0.8357
6540,0.0013
6541,0.057
6542,0.0036
6543,2e-04
6544,0.8745
6545,0.0044
6546,0.0038
6547,0.0019
6548,0.9261
6549,0.7445
6550,0.3996
6551,0.331
6552,0.02
6553,0.0502
6554,0.0223
6555,0.9382
6556,0.0028
6557,0.0011
6558,0.549
6559,0.0848
6560,0.9665
6561,0.5349
6562,0.0266
6563,6e-04
6564,0.0259
6565,0.0044
6566,0.0304
6567,0.599
6568,0.9868
6569,0.9366
6570,0.0071
6571,0.046
6572,0.6867
6573,0.9522
6574,0.6562
6575,0.0031
6576,0.777
6577,0.001
6578,3e-04
6579,0.0377
6580,0.0026
6581,0.8546
6582,0.0069
6583,0.003
6584,0.1573
6585,7e-04
6586,0.2255
6587,0.29
6588,1e-04
6589,0.0024
6590,0.4553
6591,0.9109
6592,0.0198
6593,0.001
6594,0.0049
6595,0.0011
6596,0.018
6597,0.0015
6598,0.0024
6599,0.1025
6600,0.4927
6601,0.1354
6602,1e-04
6603,4e-04
6604,0.0577
6605,0.1395
6606,0.8929
6607,0.0315
6608,0.9436
6609,0.7187
6610,0
6611,0.0033
6612,0.3502
6613,0
6614,0.0877
6615,0.0015
6616,0.0648
6617,0.0019
6618,0.0437
6619,0.064
6620,2e-04
6621,0.0488
6622,0.0077
6623,0.0011
6624,0.0013
6625,0.0086
6626,0.0049
6627,0.001
6628,0.0144
6629,0.0316
6630,0
6631,0.0336
6632,0.2052
6633,0.8819
6634,0.0329
6635,0.4044
6636,0.2994
6637,0.4369
6638,0.3338
6639,0.1946
6640,0.2355
6641,0.3978
6642,0.2655
6643,0.3999
6644,0.3311
6645,0.0378
6646,0.2787
6647,0.053
6648,0.0201
6649,0.2431
6650,0.9674
6651,0
6652,1e-04
6653,0.0201
6654,0.0119
6655,0.1486
6656,0.0241
6657,0.0037
6658,0.2802
6659,0.003
6660,0.4698
6661,2e-04
6662,0.0074
6663,0.0105
6664,0.3916
6665,0.0084
6666,0.0117
6667,0.0209
6668,0.019
6669,0.015
6670,0.9259
6671,0.8742
6672,0.0032
6673,0.0806
6674,0.045
6675,0.0068
6676,0.0018
6677,0.001
6678,0.0083
6679,0.002
6680,0.8347
6681,0.0591
6682,0.0346
6683,0.0339
6684,0.2531
6685,0.0236
6686,3e-04
6687,0.0268
6688,0.8786
6689,8e-04
6690,9e-04
6691,0.1615
6692,0.1659
6693,0
6694,0.9775
6695,0.0638
6696,1e-04
6697,0.7509
6698,0.0142
6699,0.0644
6700,1e-04
6701,0.7144
6702,0.0014
6703,0.0286
6704,0.0992
6705,0.0068
6706,1e-04
6707,0.0221
6708,0.0117
6709,5e-04
6710,0.0028
6711,0.0021
6712,0.0042
6713,0.0024
6714,0.1799
6715,0.0046
6716,0.0143
6717,1e-04
6718,0.2733
6719,0.051
6720,0.9734
6721,0
6722,0.0109
6723,0.9824
6724,0.1103
6725,0.7021
6726,0.0192
6727,0.0971
6728,0.9388
6729,1e-04
6730,0
6731,0.2696
6732,0
6733,0.0102
6734,0.0245
6735,0.0196
6736,0.0018
6737,0.0031
6738,0.0576
6739,0.2476
6740,0
6741,0.3199
6742,0
6743,0.0069
6744,0.037
6745,0.3924
6746,0.0305
6747,5e-04
6748,0.0845
6749,0.0463
6750,0.8265
6751,0.0049
6752,0.0861
6753,0.4141
6754,0.0178
6755,0
6756,0.0033
6757,0.3194
6758,0.243
6759,0.0065
6760,0.0382
6761,0.0085
6762,7e-04
6763,0.0016
6764,0.9211
6765,0.004
6766,3e-04
6767,1e-04
6768,0.129
6769,0.0426
6770,0.075
6771,0.041
6772,0.0191
6773,0.002
