"UniqueID","Probability1"
6533,0.14064782358968
6534,0.211502871838745
6535,0.256986334747677
6536,0.284687045356434
6537,0.154832861756602
6538,0.289891761674535
6539,0.387926714240824
6540,0.795354835626362
6541,0.177489764257102
6542,0.139052460149712
6543,0.150527151254204
6544,0.430378526749607
6545,0.0322607977985234
6546,0.16477241784656
6547,0.142258466382015
6548,0.370239389345414
6549,0.323471287793094
6550,0.278427414933815
6551,0.156284661304551
6552,0.108137653385174
6553,0.164007406149916
6554,0.198671562077791
6555,0.271815301323134
6556,0.0730143858465211
6557,0.0041297623823635
6558,0.18417654545668
6559,0.155847960565204
6560,0.170790418479147
6561,0.151962327891467
6562,0.00883412836244552
6563,0.0308301932291484
6564,0.185675820529131
6565,0.167374463229682
6566,0.176981641214191
6567,0.150562060985728
6568,0.213166471386791
6569,0.149838206788278
6570,0.1787406398652
6571,0.232290595774198
6572,0.257806888813699
6573,0.164316619046713
6574,0.317693993613414
6575,0.0520495631856041
6576,0.251329857854487
6577,0.128925362354753
6578,0.135130383469693
6579,0.182686660649851
6580,0.145388519101725
6581,0.106729556733055
6582,0.190400433368736
6583,0.121510675704814
6584,0.346609846011072
6585,6.30756519360236e-09
6586,0.218025895638593
6587,0.283563057315979
6588,0.144566515221063
6589,0.133843921758032
6590,0.308189317920824
6591,0.279987592090381
6592,0.117329204941264
6593,0.129921578404093
6594,0.0393040729603663
6595,0.134069142658002
6596,0.152247403829598
6597,0.148296108508779
6598,0.136557525288705
6599,0.12842969926629
6600,0.123328847202073
6601,0.0646298964730594
6602,0.144703247161128
6603,0.141854369019886
6604,0.172203725892945
6605,0.293087265796195
6606,0.149416329150866
6607,0.100310993200316
6608,0.224692769473009
6609,0.195911927961637
6610,3.7794189611552e-08
6611,0.21502608062581
6612,0.28154665120402
6613,0.0405638896519023
6614,0.202791103912655
6615,2.07192932490154e-08
6616,0.0560069846593227
6617,0.0446903529725992
6618,0.0648876803577445
6619,0.4220000131308
6620,0.0243738586469139
6621,0.145388519101725
6622,0.0357722334381397
6623,0.0187359064786811
6624,0.204943670407018
6625,0.150823831137007
6626,0.09467291812634
6627,0.0716792923502028
6628,0.021920748961822
6629,0.231110130337761
6630,0.0795228665188164
6631,0.0296249466229449
6632,0.219340389104175
6633,0.267492663265263
6634,0.00618922492943368
6635,0.573614450766845
6636,0.292861633941088
6637,0.0830444742671717
6638,0.316019369272277
6639,0.23150315207313
6640,0.263153828085738
6641,0.298381495630357
6642,0.279094033605948
6643,0.311498041339138
6644,0.306777275052857
6645,0.392133677650902
6646,0.155702614921164
6647,0.263797247243985
6648,0.341869609987571
6649,0.261354064337589
6650,0.173943660501666
6651,0.0041116205343694
6652,0.0387019387128926
6653,0.222773285389373
6654,0.0584954599442651
6655,0.260590260399356
6656,0.00973167494010724
6657,0.187858046536411
6658,0.21896950452073
6659,0.0618702623995356
6660,0.194696063141231
6661,0.147599498894174
6662,0.149838206788278
6663,0.139666780183842
6664,0.167991459765292
6665,0.211687246086731
6666,0.150684905389222
6667,0.221795850349931
6668,6.08166042936625e-09
6669,0.166145903881863
6670,0.296764393942739
6671,0.294463062098241
6672,0.0195503756614384
6673,0.405381453229288
6674,0.218780547889684
6675,0.029256506969056
6676,0.157161053263381
6677,0.141317063448185
6678,0.19678391338694
6679,0.164013316280385
6680,0.139052460149712
6681,0.183513216009779
6682,0.0237189401167493
6683,0.123219004061098
6684,0.243917608696854
6685,0.13130206054883
6686,0.056992190408869
6687,0.178111347916711
6688,0.175377542559322
6689,0.159665879216279
6690,0.0700781161708384
6691,0.253624327283099
6692,0.432276159772839
6693,0.139184825414083
6694,0.190741399115561
6695,0.221246140656267
6696,3.81720006897317e-08
6697,0.242696735691218
6698,0.059395003903762
6699,0.133843921758032
6700,2.12997555471781e-08
6701,0.633297944145054
6702,0.143748377100271
6703,0.189041232689502
6704,0.0489291767891889
6705,0.0427499445234553
6706,0.00544104498263968
6707,0.395072355191734
6708,0.0755988979366088
6709,2.04915620006924e-08
6710,0.130422137672465
6711,0.0343882010182941
6712,0.153681442197377
6713,0.224500293648847
6714,0.279538989056824
6715,0.10422456762535
6716,0.0217790228512009
6717,0.0947676882072585
6718,1.77684346308252e-08
6719,0.0169943398851309
6720,0.181206151177755
6721,0.0788780650354714
6722,0.0952421394518183
6723,0.35542149196822
6724,0.242087858512408
6725,0.214094806985088
6726,0.226236793119899
6727,0.456048205079998
6728,0.292400780575436
6729,0.150968011536021
6730,0.00411614854207094
6731,0.853927842772978
6732,0.134100382973874
6733,0.0563375970094775
6734,0.20261248650459
6735,0.0510651767695219
6736,0.165839894617052
6737,0.0402955566969615
6738,0.198715124820329
6739,6.50106697048376e-06
6740,0.134100382973874
6741,0.0711412289342592
6742,0.0308301932291484
6743,0.203327660458105
6744,0.0975900718580753
6745,0.259526892652719
6746,0.0222069110716132
6747,0.181370189731511
6748,0.190400433368736
6749,0.255932582944898
6750,0.0650219318644951
6751,0.0340954071873189
6752,0.653158421275166
6753,0.990529349417102
6754,0.172834829303731
6755,0.153392096730243
6756,0.0386900789501887
6757,0.162503549784933
6758,0.380865487202299
6759,0.07170405103948
6760,0.0327731722859726
6761,0.193188963105086
6762,7.0837041217017e-09
6763,0.0308301932291484
6764,0.180061115521176
6765,0.0129576770241146
6766,0.145663381056317
6767,0.130768044824139
6768,0.0692648222694042
6769,0.192969052324906
6770,0.276654554189681
6771,0.00963512624103086
6772,0.181042228176207
6773,0.0444304694021742
6774,0.0316326942809121
6775,0.281993987299868
6776,0.17410252255994
6777,0.138524054287179
6778,0.0381186805924135
6779,0.225270899898053
6780,0.205304075559793
6781,0.584902526665714
6782,0.219347770023571
6783,0.134357259373408
6784,0.114048300875703
6785,0.0742438480311153
6786,0.0780061302254571
6787,0.154111102306302
6788,0.370239389345414
6789,0.140247553319954
6790,0.0593372854236677
6791,2.09264144688903e-08
6792,3.72139025292303e-08
6793,0.347361124051025
6794,0.141719882975156
6795,0.0274249822527672
6796,2.11122597716832e-08
6797,0.0434794705914291
6798,0.053498962035944
6799,0.0201797968730408
6800,0.310077633522848
6801,0.0764424236010603
6802,0.232345220950677
6803,0.0202341324735826
6804,0.0318154790568075
6805,0.0347761201462017
6806,0.0792805035502713
6807,0.271815301323134
6808,0.274228286494462
6809,0.157014710793814
6810,0.602520025997362
6811,0.164164911375289
6812,0.0724765340391891
6813,0.00412521946066437
6814,0.0444167730502519
6815,0.209482512569551
6816,0.274668440157337
6817,0.22353967238116
6818,0.215960291991958
6819,0.303496591714562
6820,0.189210724990689
6821,0.218591708680216
6822,0.496512318440626
6823,0.360731740612487
6824,0.261016396647709
6825,0.342616001143065
6826,0.132822221104673
6827,0.197658825888868
6828,0.12904953251957
6829,0.190570857939625
6830,0.189210724990689
6831,0.0408675558365675
6832,0.0368874500995527
6833,0.0123098481792036
6834,0.125096884665886
6835,0.185008315835015
6836,0.0673440857384986
6837,0.173718794658758
6838,0.713453481718634
6839,0.149275921025567
6840,0.18252169689812
6841,0.13397210049177
6842,0.041156367556884
6843,0.156284661304551
6844,0.284912164555821
6845,0.286265125756325
6846,0.129298178466612
6847,0.161752876539917
6848,0.168765256407789
6849,7.75567086555295e-09
6850,0.233475259899055
6851,0.127566198870358
6852,0.143848782105282
6853,0.162503549784933
6854,0.128152411864306
6855,0.190912056911992
6856,0.163257028303325
6857,0.209848792799468
6858,0.155847960565204
6859,0.17173159704746
6860,0.341620986629355
6861,0.184342667593095
6862,0.192625052315254
6863,0.214466963891984
6864,0.170321367220695
6865,0.185508770245601
6866,0.119519291202788
6867,0.155885888299116
6868,0.206028903145655
6869,0.226623970020932
6870,0.28920969903126
6871,0.143884465393749
6872,0.246987949903818
6873,0.242899925847353
6874,0.378262774754314
6875,0.163257028303325
6876,0.155993416818879
6877,0.169230896363668
6878,0.154688289327043
6879,0.166145903881863
6880,3.91980639830395e-08
6881,0.12646327238472
6882,0.0401990462843076
6883,2.11589784133895e-08
6884,0.16205280947524
6885,0.505077477031297
6886,0.0566943302155152
6887,0.142258466382015
6888,0.0352354895853661
6889,0.0394416323873976
6890,0.0345339711157642
6891,0.0735970294089339
6892,1.06987692176002e-08
6893,0.0368551083417483
6894,0.14104904882484
6895,0.036892943026352
6896,0.0361366652072932
6897,0.214280826678662
6898,0.203865273617255
6899,0.0949574832059796
6900,0.0222309220519581
6901,0.0785574600277173
6902,0.0115955625438072
6903,0.067079957651145
6904,0.183844648953708
6905,0.157600746477553
6906,0.152390106254593
6907,0.0279050010126719
6908,0.167837040657875
6909,0.246782454720777
6910,0.143612395929622
6911,0.178921734227761
6912,0.0041116205343694
6913,0.254042986065289
6914,0.0296676941857898
6915,3.19233625076162e-07
6916,0.0512275315841445
6917,0.00258758321852179
6918,0.384237682650989
6919,0.0457483631157179
6920,0.240671192491577
6921,0.40032991803679
6922,0.205845564257129
6923,0.18153434385941
6924,0.261442983350948
6925,4.54665521639645e-07
6926,0.0899502994056783
6927,0.136557525288705
6928,0.153823169879588
6929,0.183678874546978
6930,0.136689773836391
6931,0.00764774920046379
6932,0.196958661677249
6933,0.0400508655795803
6934,0.187521040681398
6935,0.18055115226383
6936,0.169523873010032
6937,0.18252169689812
6938,0.748410985296618
6939,0.215212687892765
6940,0.174261499099109
6941,0.357449677157795
6942,0.00958683460809882
6943,0.576315362380494
6944,0.102271366531818
6945,0.127782414594068
6946,0.277761775009568
6947,0.174420590145766
6948,0.148156569708076
6949,0.106203855257476
6950,0.136427262607143
6951,0.17173159704746
6952,0.211134475957152
6953,0.570995798893451
6954,3.46693613394012e-09
6955,0.352136762417643
6956,0.713679375218943
6957,0.182686660649851
6958,0.149979050556706
6959,0.0273715414244158
6960,0.130547533359248
6961,0.134100382973874
6962,0.163408061009076
6963,0.415275463714463
6964,0.119057012986629
6965,0.188026723967443
6966,0.316736484248463
6967,0.174739115867406
6968,0.191524530837958
6969,0.106834971597852
6970,0.141451230233732
6971,0.160706638773878
6972,0.167726535689756
6973,0.195871340390775
6974,0.128182477570858
6975,0.231699837994091
6976,0.811255816326182
6977,0.0440308778423356
6978,3.73787836548523e-08
6979,0.169386336856948
6980,2.04915620006924e-08
6981,0.131397462121854
6982,0.0249547401215882
6983,2.63712439061398e-09
6984,0.16477241784656
6985,0.12168193714337
6986,0.0434794705914291
6987,0.0323827666775183
6988,0.17410252255994
6989,0.246987949903818
6990,0.488777665887268
